Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
12939.5,November-2002,10475.0,flat,residential,Border,irregular,4,29216,2,0.0026459060104517818,2002,0,highway,29,2,1,NA,No,NA
8396.0,August-2007,7576.7,villa,residential,Center,rectangle,4,19362,5,0.7956409865494948,1993,2002,alley,85,1,10,NA,Yes, No
12836.7,October-2005,5111.8,flat,commercial,Border,rectangle,5,29829,10,0.16676766718267644,1990,2001,highway,8,2,4,NA,No,NA
12186.6,July-1973,7137.1,flat,commercial,Outskirts,trapezoid,5,60301,5,0.06339728752094698,1966,0,highway,10,1,2,NA,No,NA
11571.9,February-1978,5352.1,duplex,commercial,Border,irregular,2,34385,2,0.7752364210331658,1963,1971,street,64,5,3,NA,No,NA
15011.8,August-2000,7632.8,open land,residential,Border,trapezoid,5,29172,5,0.32425455280891524,1990,0,highway,9,2,7,C,NA,NA
12974.6,May-1994,1990.0,duplex,commercial,Center,trapezoid,3,9509,10,0.5494227986085632,1977,1986,street,38,3,5,NA,Yes,NA
14803.5,March-1992,5236.2,open land,commercial,Center,trapezoid,3,15192,5,0.9279433801273296,1979,0,street,5,3,6,C,NA,NA
12985.5,April-1977,2518.7,villa,residential,Center,irregular,1,24083,5,0.2780466173984002,1969,0,alley,90,5,10,NA,Yes, No
3742.0,March-1981,1317.5,villa,residential,Border,irregular,2,37978,6,0.1887257810478139,1962,1971,street,91,2,3,NA,Yes, No
11861.2,May-1996,1630.7,flat,commercial,Outskirts,trapezoid,2,73369,1,0.3152068310192643,1991,0,highway,55,1,3,NA,No,NA
13984.3,November-1996,8940.1,flat,residential,Outskirts,rectangle,3,64091,1,0.7679106181131637,1986,1996,highway,35,5,1,NA,Yes,NA
11893.6,May-1973,8177.5,flat,commercial,Border,rectangle,1,28067,10,0.685954821951216,1965,0,street,81,5,1,NA,No,NA
13062.9,July-1986,1352.9,open land,residential,Border,trapezoid,5,30731,5,0.9624764615257839,1983,0,highway,96,1,10,C,NA,NA
4775.2,January-1973,1871.1,villa,residential,Border,irregular,1,37726,1,0.0142803132588466,1959,1970,street,18,5,5,NA,Yes,Yes
12570.4,August-1978,9953.2,duplex,residential,Outskirts,irregular,3,55069,8,0.7849743317834168,1968,1979,highway,55,2,6,NA,No,NA
11638.1,August-1972,6630.7,flat,commercial,Outskirts,irregular,5,61599,5,0.8858718351080886,1957,1968,highway,57,3,9,NA,No,NA
14319.5,January-1998,2357.7,open land,residential,Center,trapezoid,2,19682,2,0.8462773537745162,1990,0,street,70,4,8,C,NA,NA
13222.0,August-2002,3720.3,flat,residential,Outskirts,trapezoid,4,61775,3,0.23928549962769718,1985,1995,highway,26,3,7,NA,Yes,NA
4949.9,November-1995,2570.7,villa,residential,Border,irregular,2,32206,7,0.1170062957915261,1994,0,highway,77,5,3,NA,Yes,Yes
14871.4,November-1977,9715.3,open land,industrial,Border,trapezoid,2,29268,2,0.47984074427979684,1966,0,highway,23,4,1,F,NA,NA
13116.1,November-2001,1242.8,duplex,residential,Center,trapezoid,3,10195,4,0.8771064373972446,1986,1995,alley,98,5,7,NA,No,NA
12821.9,June-1989,8760.9,flat,commercial,Outskirts,trapezoid,1,56410,5,0.49087434673119146,1972,1982,highway,23,3,1,NA,No,NA
6156.3,May-1970,3519.1,villa,residential,Center,trapezoid,1,4492,1,0.7180960641543134,1967,0,street,82,4,9,NA,Yes,Yes
11990.1,June-1979,5031.4,flat,commercial,Outskirts,rectangle,1,59102,10,0.6511218214092719,1965,1975,highway,2,1,2,NA,No,NA
13517.3,March-1994,5773.7,duplex,commercial,Border,irregular,3,27130,3,0.793136561005732,1992,0,highway,32,5,10,NA,Yes,NA
11750.6,May-1985,7037.4,duplex,commercial,Outskirts,irregular,5,65741,10,0.5058415378613018,1970,1978,highway,64,5,1,NA,No,NA
7005.8,March-1998,10698.4,villa,residential,Outskirts,irregular,1,79273,8,0.28157118008651905,1980,1988,highway,37,2,5,NA,Yes,Yes
6591.5,December-1978,9491.0,villa,residential,Border,rectangle,4,35729,1,0.08698330943337074,1962,1971,highway,66,4,1,NA,Yes,Yes
12790.4,May-1976,1817.7,flat,residential,Center,trapezoid,3,17945,1,0.7578336069960235,1972,0,alley,68,1,7,NA,Yes,NA
14005.2,July-1988,5986.0,duplex,residential,Border,trapezoid,5,37480,5,0.4819492538773047,1986,0,street,27,2,10,NA,Yes,NA
14525.8,September-1986,8371.6,open land,industrial,Outskirts,trapezoid,5,75121,3,0.41697211806425205,1977,0,highway,22,2,6,C,NA,NA
8332.2,January-1984,11673.6,villa,residential,Center,trapezoid,1,10273,6,0.32393308709434365,1974,1984,street,18,5,9,NA,Yes, No
14453.7,July-1975,3365.7,open land,residential,Center,rectangle,3,20156,2,0.3636202276657493,1962,0,alley,50,1,10,C,NA,NA
14189.6,November-1973,3374.8,open land,industrial,Center,irregular,1,2580,2,0.5124216728821074,1954,0,alley,32,5,10,F,NA,NA
7573.4,November-1998,9563.8,villa,residential,Outskirts,rectangle,4,77694,8,0.204945425828004,1984,1993,highway,48,3,4,NA,Yes,Yes
16397.0,August-2002,10698.7,open land,commercial,Center,trapezoid,2,22695,5,0.6074198861155012,1987,0,alley,22,2,5,C,NA,NA
11973.7,November-1974,1001.0,flat,residential,Center,irregular,5,4524,7,0.28429812164880763,1973,0,alley,13,3,7,NA,Yes,NA
12404.7,June-1975,3556.7,flat,commercial,Center,rectangle,2,19129,5,0.5711646594644962,1958,1968,street,44,5,2,NA,Yes,NA
6571.9,December-1972,5864.4,villa,residential,Center,irregular,1,7859,6,0.34637150421447616,1955,1963,alley,13,5,9,NA,Yes,Yes
14081.4,June-1975,10345.6,flat,commercial,Center,rectangle,4,23185,8,0.1265008234942484,1972,0,alley,69,1,4,NA,Yes,NA
6599.2,August-1973,9641.3,villa,residential,Border,trapezoid,3,31707,3,0.7091367646235414,1972,0,highway,75,4,3,NA,Yes,Yes
13864.7,May-1994,6599.9,duplex,residential,Center,irregular,4,19840,7,0.9439402185484597,1990,0,alley,88,5,7,NA,Yes,NA
11771.3,June-1988,3336.4,flat,residential,Center,irregular,5,4489,4,0.6729783417172835,1971,1982,street,25,3,6,NA,No,NA
15636.2,August-2007,10607.5,open land,commercial,Border,irregular,1,31335,1,0.14750078431006197,1993,0,street,59,1,7,F,NA,NA
12184.2,July-1986,3066.5,flat,commercial,Center,irregular,2,18874,2,0.20016745581419648,1986,0,street,14,1,3,NA,Yes,NA
12096.3,July-1995,1675.0,flat,commercial,Outskirts,rectangle,4,57898,4,0.8445639993279287,1994,0,highway,73,1,7,NA,No,NA
19046.7,April-1988,5464.9,flat,commercial,Border,irregular,5,26416,10,0.743723006225667,1981,0,street,75,2,6,NA,Yes,NA
5617.5,December-1980,2284.2,villa,residential,Outskirts,rectangle,5,73194,6,0.6127197515375677,1971,0,highway,36,5,1,NA,Yes,Yes
13240.2,September-1975,6047.0,flat,residential,Center,rectangle,4,11056,5,0.6671799971082637,1956,1966,alley,89,2,7,NA,Yes,NA
20208.8,April-1991,2476.8,open land,industrial,Outskirts,trapezoid,5,70971,7,0.6630786394689676,1987,0,highway,66,3,3,C,NA,NA
22269.9,April-2008,1899.6,open land,industrial,Center,rectangle,3,2018,9,0.7403157892128488,2002,0,alley,78,1,5,F,NA,NA
12121.8,March-1972,3243.5,duplex,residential,Outskirts,trapezoid,2,77263,10,0.6752449030349634,1962,1972,highway,87,1,7,NA,Yes,NA
7764.8,December-1999,8914.7,villa,residential,Border,trapezoid,3,31615,3,0.8843779769896054,1991,0,street,0,3,5,NA,Yes, No
14291.6,June-2009,1650.4,open land,industrial,Center,trapezoid,2,6221,9,0.6679939224032433,1996,0,alley,32,4,5,C,NA,NA
16128.8,June-1987,10435.8,open land,residential,Center,rectangle,2,10966,3,0.9466880628052208,1980,0,alley,56,4,7,C,NA,NA
13416.9,July-1999,2474.8,flat,commercial,Center,trapezoid,1,2505,3,0.4999531590158066,1981,1992,street,19,3,9,NA,Yes,NA
13195.8,December-1993,8150.3,flat,commercial,Border,trapezoid,2,39375,2,0.07979967104955321,1975,1984,street,67,5,8,NA,No,NA
15318.9,July-1991,11013.0,open land,residential,Border,trapezoid,5,39519,4,0.6450119242390786,1987,0,highway,50,4,6,C,NA,NA
13206.3,January-1971,3585.8,open land,industrial,Outskirts,rectangle,3,78410,4,0.9452088060691196,1971,0,highway,55,5,5,C,NA,NA
14216.4,June-1987,8503.7,duplex,residential,Border,trapezoid,3,33451,7,0.17494376285182944,1987,0,highway,30,1,9,NA,Yes,NA
12616.1,February-1973,2989.0,flat,residential,Center,rectangle,5,24927,6,0.8344883900673654,1970,0,street,84,4,8,NA,Yes,NA
15280.4,June-1988,4670.3,open land,commercial,Center,irregular,1,24095,4,0.6261358308813795,1983,0,alley,16,2,7,F,NA,NA
14846.4,April-1975,8980.5,villa,residential,Center,trapezoid,2,8004,5,0.8377323483700638,1962,1971,alley,13,3,2,NA,Yes,Yes
6415.4,October-1979,4040.3,villa,residential,Center,rectangle,1,5463,7,0.7084398272797965,1974,0,alley,75,4,4,NA,Yes, No
14700.6,February-1999,7830.1,open land,residential,Border,trapezoid,4,38376,5,0.11308411196962886,1980,0,highway,68,3,9,C,NA,NA
22230.1,April-1996,11657.4,flat,commercial,Center,irregular,3,7991,8,0.5734913438499807,1995,0,alley,34,5,9,NA,Yes,NA
14366.4,April-1996,4473.5,villa,residential,Center,rectangle,3,22343,10,0.8272463031312254,1987,0,street,13,4,4,NA,Yes, No
14105.3,August-1986,10849.1,flat,residential,Outskirts,trapezoid,5,59589,1,0.12324561652908861,1968,1978,highway,0,4,9,NA,No,NA
12174.3,January-1999,5737.9,flat,commercial,Border,rectangle,2,36845,2,0.06787392026017203,1982,1992,highway,91,2,1,NA,No,NA
12730.4,September-2007,3189.0,duplex,residential,Outskirts,trapezoid,3,69597,6,0.8918411391357314,2000,0,highway,89,5,3,NA,No,NA
6658.4,May-1975,8437.5,villa,residential,Outskirts,trapezoid,2,52272,8,0.5993847191125954,1969,0,highway,40,3,6,NA,Yes,Yes
6829.0,June-1992,5316.7,villa,residential,Center,rectangle,2,6931,5,0.48805896853004216,1974,1985,alley,78,1,4,NA,Yes, No
12284.8,November-1979,3011.8,duplex,residential,Center,trapezoid,3,13239,7,0.5391642994902135,1965,1974,street,94,1,4,NA,Yes,NA
13661.8,May-2006,3522.0,duplex,commercial,Border,rectangle,5,21158,4,0.8786007258527955,2005,0,highway,41,1,5,NA,Yes,NA
14118.9,October-1999,9895.5,duplex,commercial,Border,irregular,1,28928,2,0.9479289774081374,1992,0,highway,2,5,8,NA,No,NA
14196.4,January-1996,1216.2,open land,commercial,Outskirts,trapezoid,5,64512,2,0.288993834883677,1983,0,highway,54,5,4,F,NA,NA
14280.7,October-1992,8868.3,duplex,residential,Outskirts,trapezoid,1,75433,7,0.06859983218369525,1981,1992,highway,59,2,9,NA,Yes,NA
14948.7,April-1984,7786.7,villa,residential,Outskirts,trapezoid,5,76103,5,0.5732267906857904,1978,0,highway,0,3,9,NA,Yes,Yes
14531.2,January-2006,7218.0,duplex,residential,Center,rectangle,4,22270,7,0.05595798424970233,1988,1997,street,41,1,10,NA,No,NA
15568.1,July-1970,7553.9,open land,commercial,Center,trapezoid,1,14264,3,0.21283928641744776,1964,0,street,18,3,8,F,NA,NA
14003.4,November-1971,5808.6,open land,industrial,Border,irregular,2,39794,2,0.6973723390405373,1967,0,highway,30,5,9,F,NA,NA
12488.9,June-1976,3195.6,flat,commercial,Center,rectangle,3,21799,1,0.966724815380985,1970,0,street,81,5,8,NA,No,NA
12467.1,January-1973,2771.5,flat,residential,Center,trapezoid,1,24824,5,0.5661379308279787,1955,1965,alley,45,4,2,NA,Yes,NA
12054.4,June-2004,1616.1,flat,residential,Outskirts,trapezoid,5,65870,5,0.821914336216845,1986,1995,highway,96,1,4,NA,Yes,NA
20567.3,April-1996,4078.2,flat,commercial,Center,trapezoid,5,25393,10,0.9701836075516685,1995,0,street,77,5,6,NA,Yes,NA
7380.5,December-2004,8033.5,villa,residential,Outskirts,trapezoid,3,71815,8,0.869771816552744,2001,0,highway,68,1,7,NA,Yes, No
14404.1,August-1978,4220.4,open land,industrial,Border,rectangle,1,29491,1,0.5139605802889775,1966,0,highway,50,3,9,F,NA,NA
12999.0,December-1987,6395.9,flat,commercial,Border,trapezoid,5,22714,10,0.5449290070255882,1979,0,street,2,1,5,NA,Yes,NA
13948.4,January-1977,7435.7,open land,industrial,Border,trapezoid,2,37013,2,0.9126341697006919,1961,0,highway,99,3,2,F,NA,NA
6067.7,January-1971,5471.6,villa,residential,Center,trapezoid,1,21889,6,0.26123175064450477,1960,1971,street,77,1,8,NA,Yes, No
5625.3,September-1982,2436.9,villa,residential,Outskirts,trapezoid,3,59652,9,0.22585395621088356,1977,0,highway,22,5,3,NA,Yes,Yes
12671.7,July-1971,7139.5,open land,commercial,Outskirts,irregular,4,57375,6,0.5510973164487672,1962,0,highway,84,2,6,C,NA,NA
12824.2,January-1991,1495.3,flat,commercial,Border,rectangle,5,30890,4,0.6902553799695725,1978,1986,street,16,1,10,NA,Yes,NA
5749.5,December-1974,2350.5,villa,residential,Center,trapezoid,5,3358,2,0.4748082062390555,1957,1967,street,8,3,4,NA,Yes, No
12400.3,October-2005,4220.1,flat,commercial,Center,irregular,3,16889,5,0.059340801713251734,2003,0,alley,68,4,1,NA,No,NA
7552.4,December-1987,8814.3,villa,residential,Outskirts,rectangle,1,64872,2,0.6235645587343305,1987,0,highway,26,4,5,NA,Yes, No
7798.4,September-1976,11492.6,villa,residential,Center,trapezoid,4,3923,9,0.3623883822712193,1969,0,alley,21,1,4,NA,Yes, No
12307.4,September-2000,2827.7,duplex,residential,Border,trapezoid,2,37806,7,0.6281532541857177,1990,1999,street,42,2,1,NA,No,NA
15265.6,September-1998,5992.7,open land,residential,Outskirts,rectangle,4,74127,8,0.6899388181347043,1979,0,highway,59,5,5,F,NA,NA
4839.2,August-1971,2611.0,villa,residential,Outskirts,irregular,5,73574,6,0.9264019116878518,1968,0,highway,4,2,2,NA,Yes,Yes
5792.4,January-1997,1734.7,villa,residential,Border,rectangle,5,25734,5,0.9019475082668843,1994,0,street,61,2,4,NA,Yes, No
7491.4,October-1994,6491.6,villa,residential,Border,rectangle,4,38949,3,0.6286347447512425,1979,1990,highway,5,3,9,NA,Yes, No
13342.5,December-1975,9452.6,flat,residential,Border,trapezoid,4,22120,3,0.022651143655093575,1971,0,highway,22,5,4,NA,Yes,NA
15681.5,August-2007,11733.9,open land,residential,Outskirts,irregular,5,61484,5,0.9222739659050102,2004,0,highway,55,1,2,F,NA,NA
14334.8,March-1980,7552.2,open land,residential,Outskirts,trapezoid,5,78652,2,0.5739891011955506,1974,0,highway,18,1,3,C,NA,NA
14205.0,November-1981,8126.5,duplex,residential,Outskirts,rectangle,1,56387,4,0.9123377683329643,1974,0,highway,29,2,8,NA,Yes,NA
12364.8,May-2007,2890.7,flat,commercial,Border,irregular,4,32989,8,0.8532438316959318,1995,2004,highway,13,5,10,NA,No,NA
8616.5,December-2008,5707.2,villa,residential,Center,rectangle,2,8002,10,0.8055901537056152,2007,0,alley,18,3,9,NA,Yes,Yes
21101.5,April-2002,6418.9,duplex,commercial,Outskirts,trapezoid,4,77706,5,0.40962615137006275,1985,1996,highway,53,5,8,NA,No,NA
13603.8,March-1979,9104.8,open land,industrial,Outskirts,rectangle,4,51158,7,0.47594004977184323,1978,0,highway,83,2,2,C,NA,NA
15515.3,January-1994,11309.7,open land,industrial,Center,rectangle,1,4054,5,0.587108009904859,1992,0,street,77,4,7,C,NA,NA
7037.4,October-1992,6954.7,villa,residential,Border,trapezoid,1,21293,2,0.2770385086574141,1976,1987,highway,58,3,10,NA,Yes,Yes
13733.6,September-2004,10103.9,flat,residential,Border,irregular,1,36239,2,0.1813933037954577,1994,2003,street,34,5,5,NA,Yes,NA
14847.0,November-1989,10358.9,duplex,commercial,Border,rectangle,1,29871,2,0.5407243039475454,1983,0,highway,32,4,7,NA,Yes,NA
15648.3,August-1981,11855.6,open land,residential,Outskirts,rectangle,4,73999,4,0.35742949120728784,1971,0,highway,49,4,10,C,NA,NA
13666.8,February-2001,6278.5,duplex,commercial,Outskirts,rectangle,4,74210,9,0.16557403238920287,2001,0,highway,47,4,5,NA,No,NA
6293.5,January-1977,4059.0,villa,residential,Center,rectangle,5,13511,6,0.4860571062034289,1964,1974,street,65,5,6,NA,Yes,Yes
11908.5,March-1990,3823.4,flat,residential,Border,trapezoid,1,29386,10,0.0074789345784164185,1982,0,highway,72,1,9,NA,No,NA
12724.6,May-2007,2841.8,flat,commercial,Outskirts,rectangle,1,74845,4,0.40848318328493904,1995,2003,highway,10,4,1,NA,No,NA
7578.8,January-1994,6366.4,villa,residential,Center,trapezoid,4,14465,5,0.5425529452246279,1991,0,alley,32,2,2,NA,Yes,Yes
13031.0,May-1982,8779.0,duplex,commercial,Outskirts,irregular,1,74853,10,0.47974074358635155,1981,0,highway,37,5,8,NA,No,NA
5471.3,May-1982,1452.5,villa,residential,Center,trapezoid,1,3984,4,0.3337401868054256,1976,0,street,86,1,7,NA,Yes, No
13507.2,November-1974,7847.6,duplex,commercial,Center,irregular,5,16764,2,0.5368191616088224,1958,1966,alley,30,5,3,NA,Yes,NA
12980.0,November-1999,6409.5,flat,residential,Border,irregular,1,35146,6,0.8194739086771904,1982,1992,street,15,2,8,NA,Yes,NA
13279.0,January-1992,2500.1,duplex,residential,Center,irregular,4,13418,4,0.17446756024217525,1992,0,alley,32,2,7,NA,Yes,NA
15073.4,November-1980,5019.2,open land,residential,Center,trapezoid,4,5407,1,0.8534734684703532,1972,0,street,40,4,5,F,NA,NA
12608.4,December-1972,5163.5,open land,industrial,Border,irregular,3,29273,9,0.33450257306795494,1957,0,highway,47,5,1,F,NA,NA
10929.3,November-2006,3337.6,flat,residential,Border,irregular,4,20592,10,0.6121311115171636,1995,2004,street,73,2,1,NA,No,NA
16608.3,March-1998,11280.7,open land,commercial,Center,trapezoid,2,8473,7,0.2970497145096157,1998,0,street,14,4,1,F,NA,NA
14322.9,December-2009,11827.4,duplex,commercial,Border,irregular,2,27205,8,0.1208756084470839,2003,0,highway,6,1,8,NA,No,NA
19629.8,April-1974,2696.6,flat,commercial,Border,trapezoid,5,39306,3,0.7739408974603781,1964,1972,highway,25,2,8,NA,Yes,NA
12665.9,March-1971,2440.5,open land,commercial,Outskirts,irregular,5,78893,8,0.3429632974796637,1964,0,highway,62,5,2,F,NA,NA
14574.0,October-2007,7954.9,duplex,residential,Border,trapezoid,1,24123,7,0.353898690435996,2007,0,street,47,1,9,NA,Yes,NA
15548.1,September-1994,8254.8,open land,residential,Outskirts,trapezoid,4,80000,6,0.872841036566844,1982,0,highway,86,5,6,F,NA,NA
15327.0,January-1976,9465.9,open land,commercial,Border,rectangle,4,29018,2,0.4618892471340935,1967,0,street,32,1,4,F,NA,NA
13598.6,September-1999,7137.8,duplex,commercial,Outskirts,rectangle,5,57523,8,0.02675083984317117,1981,1992,highway,36,1,2,NA,Yes,NA
12555.5,February-1979,3503.9,flat,residential,Outskirts,rectangle,2,65696,5,0.8288073192579475,1968,1979,highway,26,3,5,NA,Yes,NA
6338.8,September-1996,2796.7,villa,residential,Outskirts,trapezoid,4,70773,5,0.4613485590144095,1980,1991,highway,39,4,6,NA,Yes,Yes
20709.7,April-2009,2276.2,duplex,residential,Border,trapezoid,3,36567,8,0.846214339930925,1999,2007,highway,65,4,8,NA,Yes,NA
21016.0,April-1984,6780.5,duplex,commercial,Outskirts,trapezoid,2,75032,9,0.6835271087530173,1981,0,highway,17,4,4,NA,Yes,NA
12757.5,October-1983,3234.7,open land,industrial,Outskirts,rectangle,2,66047,9,0.4327927216995838,1982,0,highway,89,3,4,C,NA,NA
7777.3,January-1976,11119.1,villa,residential,Outskirts,rectangle,2,66692,1,0.2658178950950687,1972,0,highway,37,2,9,NA,Yes, No
12587.6,December-1980,6023.1,flat,commercial,Border,rectangle,5,20685,4,0.40494372088567165,1965,1973,street,3,2,6,NA,No,NA
13094.6,April-1994,2193.2,villa,residential,Border,trapezoid,2,22695,10,0.22336874800704998,1976,1984,street,37,3,9,NA,Yes, No
12064.2,October-2001,2400.1,flat,commercial,Outskirts,irregular,2,70510,8,0.6975670765989257,1987,1998,highway,4,5,8,NA,No,NA
12111.6,May-1991,1384.7,duplex,residential,Border,trapezoid,1,38810,5,0.6870666188457373,1974,1984,highway,78,1,4,NA,Yes,NA
11828.0,November-1984,2655.6,flat,commercial,Outskirts,trapezoid,3,66352,9,0.20180093678606903,1977,0,highway,57,3,3,NA,Yes,NA
12801.3,October-1991,7461.8,open land,industrial,Outskirts,irregular,4,57243,8,0.4165463487095904,1975,0,highway,74,4,3,C,NA,NA
14269.4,January-1997,1625.5,open land,commercial,Border,trapezoid,3,39547,5,0.31455365755328824,1996,0,highway,20,1,2,F,NA,NA
13963.2,August-1983,6626.6,duplex,residential,Center,irregular,4,3433,4,0.8962808094421649,1968,1977,alley,13,2,9,NA,Yes,NA
15060.6,August-2009,5948.1,open land,commercial,Outskirts,irregular,3,66998,10,0.5354596172989388,2007,0,highway,24,3,6,F,NA,NA
12625.0,January-2008,1575.4,duplex,residential,Border,irregular,1,21431,7,0.43530497704155513,1993,2001,street,30,4,9,NA,Yes,NA
6608.7,November-1989,9352.5,villa,residential,Border,irregular,5,27037,7,0.8437393073361893,1979,1988,street,0,4,3,NA,Yes,Yes
16476.6,December-1988,10511.5,open land,commercial,Center,rectangle,3,23673,7,0.9379056014013539,1971,0,alley,65,1,4,F,NA,NA
12127.7,May-2008,5916.6,flat,residential,Border,irregular,4,33227,3,0.8468272696051818,1990,2000,highway,38,2,2,NA,No,NA
6470.8,November-2001,3396.9,villa,residential,Center,trapezoid,3,5275,4,0.26137594076248094,1984,1993,alley,60,1,1,NA,Yes, No
13604.8,July-2002,7439.3,duplex,residential,Outskirts,irregular,4,73809,6,0.23628660030980786,1985,1996,highway,10,5,4,NA,Yes,NA
13903.7,August-1970,3553.0,open land,residential,Center,rectangle,4,13278,6,0.2090970653393579,1959,0,street,54,1,2,F,NA,NA
13834.5,August-1984,2119.2,open land,residential,Center,trapezoid,5,20113,4,0.3652529035609251,1975,0,street,21,5,5,C,NA,NA
7602.7,August-1980,10826.9,villa,residential,Outskirts,rectangle,1,77942,5,0.5752211568504529,1970,1980,highway,31,3,6,NA,Yes, No
14004.3,March-2007,4667.9,flat,commercial,Center,trapezoid,1,17883,4,0.8044383075689464,1993,2003,alley,12,5,4,NA,No,NA
12421.6,October-1978,3289.1,duplex,residential,Center,irregular,3,18591,7,0.10785901954929056,1963,1972,street,7,3,6,NA,Yes,NA
12471.0,July-1986,7244.8,flat,residential,Outskirts,irregular,1,76267,4,0.8558008819847583,1980,0,highway,11,5,4,NA,No,NA
14550.8,June-1977,9459.9,open land,industrial,Center,irregular,2,20970,8,0.22391214753212152,1965,0,alley,9,5,7,C,NA,NA
20280.3,April-2002,7450.1,flat,residential,Outskirts,rectangle,1,56059,10,0.5954492890984201,1994,0,highway,81,5,4,NA,No,NA
13191.4,May-1980,4094.1,open land,industrial,Border,trapezoid,1,24256,7,0.5387300691553238,1962,0,highway,73,2,2,F,NA,NA
12873.7,March-1980,5888.7,duplex,residential,Center,trapezoid,3,14418,6,0.728988951804268,1967,1977,street,81,1,7,NA,No,NA
14168.9,November-1992,1583.4,open land,residential,Border,trapezoid,4,36374,5,0.41928973273081704,1987,0,street,30,2,4,F,NA,NA
15767.4,December-1991,9180.5,open land,commercial,Center,trapezoid,4,5759,8,0.0878966224343628,1976,0,alley,5,3,7,C,NA,NA
7529.3,January-1974,10905.9,villa,residential,Center,rectangle,1,14599,3,0.8971603712575859,1960,1968,alley,96,3,2,NA,Yes,Yes
6987.9,July-1995,5350.0,villa,residential,Outskirts,rectangle,5,76905,9,0.7081520183471,1985,1994,highway,53,4,9,NA,Yes, No
13555.4,November-2003,5873.5,flat,residential,Border,trapezoid,3,30276,8,0.5069977316067701,2000,0,highway,2,1,10,NA,No,NA
14293.9,June-1997,11656.7,open land,residential,Border,irregular,1,29697,2,0.7037687796396831,1985,0,street,77,5,2,C,NA,NA
11053.6,March-1974,5728.3,flat,commercial,Outskirts,irregular,5,65828,10,0.9049968258245845,1962,1972,highway,14,2,1,NA,No,NA
14789.3,March-1979,11994.1,duplex,commercial,Center,trapezoid,5,3085,4,0.46533858803601713,1964,1973,street,0,2,9,NA,No,NA
13850.3,January-1973,10757.7,flat,commercial,Outskirts,trapezoid,3,64435,9,0.6752046977649172,1966,0,highway,51,5,10,NA,Yes,NA
13935.4,December-2002,8646.4,flat,commercial,Border,trapezoid,4,28789,6,0.3618360175320402,1991,2002,highway,49,1,8,NA,Yes,NA
6723.3,November-2005,5901.1,villa,residential,Center,irregular,5,20271,8,0.30253069567337254,1992,2001,alley,65,2,5,NA,Yes, No
5860.2,January-1987,4643.6,villa,residential,Border,irregular,2,34504,4,0.16807912170392725,1982,0,street,49,2,10,NA,Yes,Yes
