Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
15503.6,October-1992,6679.5,open land,commercial,Border,trapezoid,1,32598mts,1,0.4834587192002784,1990,,street,73,4,9,F,NA,NA
15213.5,August-1975,10602.3,open land,commercial,Border,trapezoid,3,26394,3,0.5129085954415054,1963,0.0,highway,31,1,3,F,NA,
5526.9,March-1970,9355.2,villa,residential,Outskirts,irregular,1,57523,9,0.09904316237497102,1956,1964.0,highway,20,1,4,NA,Yes, No
8252.8,March-2005,10636.8,villa,residential,Outskirts,trapezoid,2,61409,3,0.42316084311572544,1999,0.0,highway,12,1,6,NA,Yes, No
12130.9,September-1973,5052.7,flat,commercial,Center,rectangle,2,7386mts,8,0.7515696401099167,1960,1969.0,alley,76,3,1,NA,No,NA
14546.3,September-2002,9157.9,duplex,residential,Center,trapezoid,2,23443mts,1,0.2568646937085356,1988,1997.0,street,64,2,7,,No,NA
13346.1,July-1975,9467.0,flat,commercial,Outskirts,rectangle,2,74650mts,2,0.02030320426040655,1962,1972.0,highway,21,3,1,NA,Yes,NA
15516.6,August-1990,7271.8,land,commercial,Outskirts,trapezoid,3,59750,4,0.1447454797351918,1982,0.0,highway,62,3,10,F,NA,
16129.9,December-2008,9960.9,open land,commercial,Outskirts,trapezoid,2,57200,10,0.5004297181911622,1998,,highway,43,2,5,F,NA,NA
12335.6,Aug-1982,7392.9,flat,residential,Center,irregular,3,14153,3,0.6776532401958094,1968,1977.0,alley,95,2,5,,No,
6446.2,May-2003,3372.0,villa,residential,Center,irregular,2,15517,3,0.08565781532396821,1986,1995.0,alley,84,4,7,NA,Yes,Yes
12819.1,June-1985,4573.4,flat,commercial,Outskirts,trapezoid,1,61944,4,0.06448844775824569,1979,0.0,highway,68,4,9,,Yes,
12996.8,January-1986,2669.1,duplex,commercial,Center,trapezoid,4,12548mts,3,0.49082628851403354,1982,0.0,street,63,3,4,,Yes,NA
14632.8,October-1996,4377.9,land,residential,Border,trapezoid,1,21103mts,7,0.3682048796751185,1988,0.0,highway,33,5,3,F,NA,NA
22593.8,Apr-2007,9598.2,open land,residential,Border,irregular,1,38612,3,0.7203043680203263,1991,0.0,highway,30,1,2,F,NA,
13209.5,June-91,3594.3,duplex,commercial,Center,trapezoid,1,16513mts,9,0.14850547807234482,1981,1989.0,street,73,5,6,,Yes,NA
11549.7,January-1985,5605.1,flat,residential,Outskirts,irregular,3,54887,10,0.7009982632966578,1978,0.0,highway,40,2,6,NA,No,NA
6280.1,November-75,11972.4,villa,residential,Border,irregular,2,27829,9,0.15982939493123716,1959,1969.0,street,89,2,10,,Yes,Yes
14044.4,July-1978,11778.0,flat,commercial,Outskirts,rectangle,4,76440,7,0.6713980515708139,1964,1972.0,highway,12,1,9,,No,NA
21084.5,April-2000,6564.4,flat,residential,Outskirts,rectangle,3,54275mts,1,0.1416428519310451,1987,1995.0,highway,56,3,8,,Yes,
19239.3,April-2007,3073.8,flat,residential,Outskirts,irregular,2,76806,6,0.9800716964898818,1993,2002.0,highway,69,3,2,NA,Yes,
14889.9,December-2009,11997.5,duplex,commercial,Center,rectangle,4,16416,2,0.17903882194867082,1999,2010.0,street,71,2,1,,No,
11601.7,January-1972,7446.0,flat,commercial,Outskirts,irregular,5,69033mts,7,0.137963734702643,1972,0.0,highway,77,2,8,,No,NA
21079.5,April-80,3592.3,open land,commercial,Border,rectangle,3,35738,6,0.49533733075715936,1969,0.0,street,4,4,6,C,NA,NA
14369.4,June-1973,11160.0,open land,commercial,Border,irregular,2,29173,5,0.4531736989115621,1958,0.0,highway,59,3,4,F,NA,NA
14732.9,September-87,4368.6,land,residential,Border,rectangle,4,32733mts,6,0.4276695390119436,1977,0.0,street,10,4,3,F,NA,NA
13563.7,May-1971,8517.1,duplex,commercial,Border,trapezoid,2,40375mts,3,0.016765268188776217,1969,0.0,highway,82,4,9,NA,Yes,NA
12813.1,August-1978,2564.1,open land,commercial,Outskirts,trapezoid,1,62025,4,0.8180357699678632,1967,0.0,highway,50,1,3,C,NA,NA
12293.7,Feb-2003,4349.9,flat,residential,Border,trapezoid,2,33598mts,3,0.4443932790467052,1994,0.0,street,88,1,5,,No,NA
12289.7,Jun-2008,4441.3,flat,residential,Center,irregular,5,2406mts,2,0.8343423615412202,1995,2003.0,street,97,5,6,NA,No,
22677.9,April-1997,10697.8,open land,industrial,Center,trapezoid,5,4067mts,1,0.8620003614569137,1991,0.0,street,67,4,5,C,NA,NA
11564.8,November-1976,1636.3,duplex,commercial,Outskirts,irregular,2,77820,3,0.6203940463987352,1973,0.0,highway,1,4,4,NA,No,
19994.0,April-1971,11113.6,flat,commercial,Border,irregular,1,21401mts,2,0.48175755774999596,1963,0.0,street,16,4,2,NA,Yes,NA
13846.7,March-75,8586.9,open land,industrial,Outskirts,rectangle,1,58840,8,0.06723605594215198,1961,0.0,highway,69,4,8,C,NA,NA
12699.9,July-1980,3936.1,flat,residential,Border,rectangle,4,32182mts,3,0.9968718503794121,1964,1973.0,highway,55,5,8,NA,Yes,NA
5764.1,May-1981,6850.6,villa,residential,Outskirts,irregular,4,59878,9,0.45762344929268584,1974,0.0,highway,21,5,5,NA,Yes, No
12775.0,June-2003,6011.1,duplex,residential,Border,irregular,4,36877,7,0.6813679328763107,1987,1996.0,highway,29,1,7,NA,No,NA
8480.3,November-99,11424.9,villa,residential,Center,rectangle,2,11765,6,0.8175167084704739,1981,1990.0,street,36,2,7,NA,Yes, No
14763.9,December-1986,9650.0,open land,residential,Center,rectangle,5,11963mts,6,0.5911174219915342,1969,,alley,95,1,1,C,NA,NA
21942.5,Apr-1971,3326.4,open land,commercial,Center,trapezoid,1,14508mts,4,0.09674975377659922,1964,0.0,alley,95,5,8,F,NA,NA
12153.3,July-1973,3605.7,open land,commercial,Outskirts,irregular,2,69465mts,3,0.0053228363675703605,1958,,highway,78,1,7,C,NA,NA
13166.2,April-1995,3498.9,villa,residential,Outskirts,trapezoid,4,61747,1,0.6146298704228995,1981,1991.0,highway,89,2,3,NA,Yes,Yes
12540.1,March-1975,9258.1,flat,residential,Border,trapezoid,3,22446mts,8,0.6921353631265976,1975,0.0,highway,80,1,2,,Yes,
14992.9,Jul-2007,7755.6,open land,residential,Center,irregular,4,3121,6,0.9859658767580048,2005,0.0,alley,84,5,6,C,NA,NA
12676.5,May-1981,5507.7,duplex,residential,Center,irregular,3,24204,7,0.5685256531908327,1971,1980.0,street,84,4,7,,Yes,NA
5996.2,March-86,3023.8,villa,residential,Border,rectangle,5,27815,3,0.2021189642173642,1981,0.0,highway,31,3,5,NA,Yes, No
15788.2,August-91,10733.4,duplex,residential,Center,rectangle,5,21204,5,0.716729821451291,1987,0.0,alley,71,4,9,,Yes,NA
6830.9,December-90,3572.8,villa,residential,Outskirts,trapezoid,5,78885,3,0.14168102206752742,1986,0.0,highway,12,2,8,NA,Yes,Yes
13656.4,October-1980,5426.5,open land,industrial,Border,rectangle,2,37857,5,0.09508480260585361,1980,,highway,85,3,10,C,NA,NA
14609.5,November-2001,6807.5,duplex,commercial,Center,trapezoid,4,24802,7,0.13580225680875568,1994,0.0,alley,61,1,10,NA,No,NA
6565.9,March-1978,7161.5,villa,residential,Border,trapezoid,5,40033,5,0.9641582085468187,1965,1975.0,street,35,5,4,,Yes,Yes
6790.3,November-1985,5822.7,villa,residential,Center,rectangle,4,22721mts,8,0.17614066306042053,1982,0.0,alley,78,1,3,,Yes, No
11599.1,September-2006,4116.9,flat,residential,Border,irregular,1,21799,9,0.7851113447194636,1999,0.0,highway,80,2,1,NA,Yes,
13233.8,March-2007,5176.9,flat,commercial,Center,irregular,1,19705,9,0.7288470409747972,2006,0.0,street,31,4,10,,No,NA
14892.7,February-1997,10833.8,duplex,residential,Center,rectangle,2,4653mts,10,0.9371249239295232,1991,0.0,alley,56,2,4,,No,
12459.6,March-1979,4048.9,duplex,commercial,Outskirts,rectangle,1,62001mts,2,0.034718590445041,1971,0.0,highway,79,4,7,NA,No,NA
13665.4,August-1993,5535.3,flat,residential,Center,trapezoid,1,19150,6,0.9619296324061944,1990,0.0,street,96,4,10,NA,Yes,NA
9509.4,February-2007,11582.4,villa,residential,Center,rectangle,4,17962,9,0.605410192199096,2005,0.0,alley,7,3,6,NA,Yes, No
6493.1,May-1984,10402.0,villa,residential,Outskirts,trapezoid,2,62429,5,0.0936578449072617,1978,0.0,highway,92,1,2,NA,Yes, No
13222.4,Mar-1970,856.7,open land,residential,Border,irregular,3,30713,5,0.6494662166779973,1964,0.0,street,11,5,9,F,NA,
5402.2,January-02,1786.8,villa,residential,Center,irregular,1,13050,9,0.3079514476789198,1998,0.0,street,14,1,1,NA,Yes, No
14047.2,July-98,1531.2,duplex,residential,Center,trapezoid,4,4707,4,0.15269067250154467,1998,0.0,alley,8,5,10,NA,No,NA
14817.8,March-1990,8912.2,duplex,commercial,Outskirts,rectangle,5,74841mts,9,0.6908312733686828,1989,0.0,highway,35,5,9,NA,Yes,
13276.4,December-1982,7852.3,duplex,commercial,Outskirts,trapezoid,2,62411,6,0.24027702558212105,1975,0.0,highway,15,3,4,NA,No,
12493.9,February-1979,3115.3,duplex,commercial,Border,rectangle,3,21759,6,0.08437300913838575,1977,0.0,highway,50,2,5,NA,Yes,NA
13265.1,Feb-1999,5615.6,flat,residential,Outskirts,trapezoid,2,77082,5,0.40927512044715897,1992,0.0,highway,64,1,6,NA,Yes,NA
14541.4,July-1986,1285.0,land,commercial,Center,rectangle,4,17963,1,0.3692775725918117,1978,0.0,street,88,3,8,F,NA,
12349.3,July-95,3924.2,flat,residential,Outskirts,rectangle,1,62414,1,0.11972970095879576,1976,1984.0,highway,80,4,1,NA,Yes,
11025.1,Oct-1971,7036.2,duplex,residential,Outskirts,irregular,3,66124,10,0.47047121643471657,1962,0.0,highway,91,1,1,,No,NA
14154.5,September-1989,3001.2,open land,residential,Center,rectangle,1,20231,5,0.32915238314499784,1970,0.0,street,39,2,8,C,NA,
12268.1,May-1986,6622.2,duplex,residential,Outskirts,irregular,4,52081,8,0.5406984726127045,1977,0.0,highway,94,2,6,NA,Yes,NA
13319.4,March-1989,5495.0,duplex,commercial,Center,trapezoid,1,17504,8,0.2321799898078789,1981,0.0,street,69,1,4,,Yes,
8582.1,September-1987,8296.8,villa,residential,Center,rectangle,1,3403,3,0.9615264491944954,1987,0.0,alley,27,4,8,,Yes,Yes
15151.4,October-86,9760.2,land,residential,Outskirts,rectangle,3,61017,7,0.6691366104688206,1967,0.0,highway,71,3,2,F,NA,
15936.8,Nov-2006,11291.2,open land,industrial,Outskirts,rectangle,5,67035,2,0.32499367777816857,2004,,highway,93,1,2,F,NA,NA
11616.4,November-1976,4510.8,duplex,residential,Border,trapezoid,2,23279,7,0.1517378605288351,1971,0.0,highway,89,1,4,NA,No,NA
15289.3,March-1997,5346.2,open land,residential,Center,trapezoid,3,17484,5,0.7002946444811867,1978,0.0,street,60,3,5,F,NA,NA
12970.3,Jul-1989,3087.8,duplex,residential,Border,trapezoid,1,30591mts,9,0.09359589985768169,1985,0.0,street,27,5,6,NA,Yes,NA
8457.6,Jun-2009,8801.0,villa,residential,Outskirts,rectangle,1,76548,3,0.6044797326126023,1994,2004.0,highway,5,5,5,NA,Yes,Yes
15569.4,June-1973,6110.8,open land,commercial,Center,trapezoid,5,14275,8,0.9559148940063062,1972,0.0,alley,70,2,10,F,NA,NA
15874.6,September-1998,10529.1,open land,industrial,Border,trapezoid,1,33843mts,5,0.32360415568468126,1987,,street,29,1,6,F,NA,NA
14792.3,September-91,5387.9,open land,commercial,Border,trapezoid,5,20820,7,0.5886415710217924,1988,0.0,street,30,5,3,F,NA,NA
13170.9,October-97,6481.4,duplex,residential,Border,irregular,3,27775,3,0.49651616648001484,1983,1994.0,highway,31,1,7,,Yes,NA
11451.6,December-1975,5250.6,flat,commercial,Outskirts,irregular,2,61297,6,0.5718619323190937,1963,1974.0,highway,51,5,8,NA,No,NA
6785.7,May-05,6556.2,villa,residential,Border,trapezoid,1,25658mts,7,0.003371241464433017,2000,0.0,street,24,3,2,,Yes, No
15722.9,May-2001,3196.3,land,residential,Center,rectangle,2,6565mts,6,0.5622629343897028,1992,,street,2,5,6,F,NA,
15716.3,April-07,9716.8,villa,residential,Center,rectangle,5,23991,7,0.7010098429665294,1994,2005.0,street,52,1,6,,Yes,Yes
13268.4,December-1998,6704.3,flat,residential,Center,irregular,3,25337,4,0.04569692731086483,1995,0.0,street,84,1,10,,Yes,
13526.4,September-1986,5044.9,open land,residential,Outskirts,irregular,5,68383,6,0.23923916010548474,1975,0.0,highway,17,5,8,C,NA,NA
15656.5,February-06,10440.6,open land,commercial,Center,rectangle,1,6732mts,1,0.6598764354084498,1992,0.0,street,72,4,2,C,NA,NA
7213.8,June-1980,11943.3,villa,residential,Center,irregular,2,25217,1,0.02482395475554966,1977,0.0,street,15,1,3,,Yes, No
19066.3,April-1975,6084.2,flat,residential,Outskirts,irregular,5,70649mts,2,0.5634759810631323,1960,1971.0,highway,66,3,10,NA,No,NA
13698.9,July-1977,5500.6,duplex,commercial,Center,trapezoid,4,6652,3,0.5279590047875174,1968,0.0,street,49,1,10,NA,Yes,NA
15098.4,December-99,9632.0,duplex,commercial,Center,rectangle,5,15711mts,3,0.22769371019406237,1985,1996.0,street,41,5,10,NA,No,NA
13166.5,November-76,6702.5,duplex,commercial,Outskirts,rectangle,4,72988mts,3,0.3463355686203,1970,0.0,highway,64,5,7,NA,No,
12726.8,May-1990,1641.6,duplex,commercial,Center,irregular,1,22279,3,0.8099835767088651,1976,1986.0,alley,97,4,8,NA,Yes,NA
13017.6,January-1991,1201.5,duplex,residential,Outskirts,trapezoid,3,60637mts,3,0.3787063860270342,1980,1989.0,highway,12,1,8,,Yes,
13473.8,September-2002,10811.7,flat,residential,Outskirts,irregular,3,71681,7,0.9498496415342971,1989,1999.0,highway,35,2,2,NA,Yes,NA
13389.1,September-1982,8593.0,duplex,commercial,Border,trapezoid,4,23178mts,6,0.8267723949789674,1968,1979.0,street,76,2,6,,Yes,
23966.9,April-2007,11887.6,open land,residential,Center,rectangle,5,5591,4,0.6364846840946644,1991,,street,34,5,8,C,NA,NA
6551.4,November-2009,8934.6,villa,residential,Border,irregular,1,39339mts,4,0.9891602791752007,2003,0.0,highway,81,3,2,NA,Yes, No
15736.5,February-1987,7643.7,open land,commercial,Center,irregular,1,24513,2,0.5793914882085336,1969,,alley,42,5,8,F,NA,
7190.5,July-2008,5356.6,villa,residential,Outskirts,trapezoid,4,70966,2,0.7366395470301267,2008,0.0,highway,26,2,1,,Yes,Yes
13405.5,Sep-1989,11320.8,flat,commercial,Border,trapezoid,2,31906,4,0.6681729771211532,1975,1984.0,street,71,1,1,NA,Yes,NA
7936.2,September-1994,9599.3,villa,residential,Center,rectangle,5,5773,9,0.24158377919499607,1983,1993.0,alley,98,4,6,NA,Yes,Yes
14953.1,July-1981,9358.7,duplex,residential,Center,trapezoid,3,6754,7,0.8945663827803608,1968,1976.0,alley,10,3,6,NA,Yes,
14083.2,December-1978,4527.6,open land,commercial,Center,irregular,4,6805,10,0.001675951742317272,1977,,street,4,1,6,F,NA,NA
5787.6,August-2004,1058.9,villa,residential,Border,rectangle,2,29614mts,9,0.6723569484228697,1995,0.0,highway,62,1,6,,Yes, No
14648.3,October-1986,3780.7,open land,commercial,Center,trapezoid,1,11952mts,6,0.7220205010243583,1967,,alley,5,2,7,C,NA,
13398.2,June-2005,7520.7,open land,industrial,Outskirts,irregular,1,66350mts,1,0.2371736961964005,1993,,highway,99,4,3,C,NA,NA
13100.2,December-1978,4883.9,flat,residential,Center,rectangle,4,20710,9,0.05141141160656604,1969,0.0,street,26,4,6,NA,Yes,NA
12912.6,November-1982,7627.6,duplex,commercial,Center,irregular,3,21691,9,0.8436021487746911,1975,0.0,street,15,3,4,NA,No,NA
13253.0,May-2002,5638.5,duplex,residential,Outskirts,irregular,5,67652,5,0.1181607143659994,2000,0.0,highway,15,5,8,NA,No,NA
12770.9,July-1978,3663.0,open land,residential,Border,rectangle,5,21482,4,0.454724954581754,1961,0.0,highway,99,1,6,C,NA,NA
14601.5,February-1995,10214.5,duplex,commercial,Center,irregular,1,15435,7,0.27245365962003676,1986,0.0,alley,9,5,2,NA,Yes,
14062.9,January-95,7728.3,duplex,commercial,Center,trapezoid,3,18124mts,1,0.17982884995500115,1993,0.0,street,56,5,4,,No,
11430.7,February-1991,966.5,duplex,residential,Border,rectangle,3,29957,6,0.33605575553620703,1989,0.0,street,95,2,1,NA,No,NA
13902.4,October-1977,8533.4,open land,commercial,Border,irregular,2,39140,3,0.4930471697549378,1965,0.0,highway,70,5,1,F,NA,
13987.5,October-1989,8974.9,land,residential,Outskirts,irregular,4,52338mts,7,0.3991080890625226,1976,0.0,highway,53,3,9,C,NA,NA
11898.5,Nov-1996,1517.9,land,industrial,Border,irregular,3,32096mts,8,0.08248061513299965,1978,,street,93,1,9,C,NA,NA
11867.4,June-2000,3966.1,flat,commercial,Outskirts,irregular,4,75717,2,0.4571298847396028,1984,1994.0,highway,48,3,5,,No,
15561.4,May-2008,6166.1,open land,commercial,Border,trapezoid,2,36234,9,0.13924028357900342,2007,0.0,highway,39,4,5,F,NA,NA
13309.4,October-89,2541.5,duplex,commercial,Center,trapezoid,2,12098,4,0.8738188703540928,1975,1986.0,alley,88,1,6,NA,Yes,NA
8058.1,November-1980,9812.8,villa,residential,Center,rectangle,5,9981mts,3,0.9420054700076149,1961,1972.0,alley,49,2,6,,Yes,Yes
12798.3,May-1977,9597.7,flat,residential,Border,rectangle,2,21086,8,0.6391802677821298,1964,1972.0,street,21,1,4,NA,No,
11765.7,December-1981,3753.4,flat,residential,Border,rectangle,3,29300,7,0.16126833070780466,1979,0.0,street,85,3,7,,No,NA
21298.7,April-2007,11361.3,duplex,residential,Border,irregular,5,40130mts,10,0.390229050637634,1994,2002.0,street,80,2,7,NA,Yes,NA
14355.1,August-1989,8098.3,open land,commercial,Outskirts,irregular,5,71829,4,0.19322859209823418,1971,0.0,highway,54,3,3,F,NA,NA
22186.0,April-2009,2345.4,land,commercial,Outskirts,rectangle,3,65392,6,0.9800565674429274,2008,0.0,highway,18,2,10,C,NA,NA
13366.3,December-1975,9947.6,duplex,residential,Outskirts,trapezoid,5,77641,4,0.08172026758918438,1961,1972.0,highway,49,3,5,NA,No,NA
10986.6,October-75,1150.5,flat,commercial,Outskirts,irregular,2,56699,1,0.3053646844590783,1958,1966.0,highway,7,4,3,NA,Yes,NA
12664.3,November-1973,9410.6,flat,residential,Outskirts,rectangle,5,71673,10,0.8496026668681207,1965,0.0,highway,74,1,6,NA,No,
12726.3,June-1995,1636.0,duplex,residential,Outskirts,irregular,5,75592mts,3,0.9841547964744602,1981,1991.0,highway,6,4,7,NA,Yes,
