Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
13198.2,January-1989,8909.4,flat,commercial,Outskirts,trapezoid,4,79931,7,0.08864247702929173,1980,0,highway,79,3,3,NA,Yes,NA
20813.2,April-2000,6793.0,flat,residential,Border,trapezoid,3,29228,6,0.12481014049401151,1989,1999,street,22,1,6,NA,Yes,NA
12198.5,November-2000,2412.4,flat,commercial,Border,trapezoid,5,21967,10,0.40252390896334844,1984,1992,highway,12,5,6,NA,No,NA
12458.5,October-1994,6087.5,flat,residential,Border,irregular,1,23540,1,0.4037655616561312,1979,1990,highway,22,1,5,NA,Yes,NA
14918.7,April-2000,9581.5,villa,residential,Border,rectangle,4,26257,8,0.9022092346069172,1991,0,highway,53,3,5,NA,Yes,Yes
13910.5,January-1995,1323.9,open land,industrial,Border,trapezoid,3,29615,2,0.7041856844454901,1992,0,street,24,2,2,F,NA,NA
7071.4,January-2004,5851.6,villa,residential,Outskirts,trapezoid,1,52176,2,0.3805326957682639,1997,0,highway,77,2,8,NA,Yes,Yes
14004.9,October-1986,9418.1,duplex,commercial,Center,trapezoid,1,8717,2,0.2910018592595299,1980,0,street,21,1,3,NA,No,NA
14949.4,May-2003,7864.8,open land,commercial,Border,trapezoid,1,36434,7,0.41977880655100674,1988,0,street,0,3,4,C,NA,NA
11872.9,July-1993,3002.8,duplex,residential,Border,irregular,5,35724,6,0.1050547492397147,1988,0,highway,52,4,7,NA,No,NA
14043.9,June-1997,9908.4,open land,industrial,Outskirts,irregular,4,63857,8,0.5953283323273809,1993,0,highway,57,5,5,C,NA,NA
11624.4,August-1984,3393.7,flat,residential,Border,irregular,4,39825,10,0.3314052656010571,1968,1979,highway,3,4,10,NA,No,NA
5750.5,October-1975,2914.7,villa,residential,Border,rectangle,2,37678,9,0.2095858399504582,1958,1969,street,2,4,5,NA,Yes,Yes
12535.8,February-1988,8215.3,duplex,residential,Border,irregular,1,39288,9,0.12518797433319873,1977,1987,street,83,3,4,NA,Yes,NA
12274.2,June-1985,5071.7,duplex,residential,Border,rectangle,5,28762,6,0.38992745926565786,1967,1976,highway,67,1,4,NA,No,NA
8207.8,August-1981,10797.9,villa,residential,Center,trapezoid,1,19509,9,0.8652907902486495,1971,1980,alley,12,1,6,NA,Yes, No
15653.2,October-2005,9829.9,open land,residential,Outskirts,irregular,2,50165,10,0.3725978067892476,2000,0,highway,23,2,8,F,NA,NA
17635.6,February-2002,8189.0,open land,commercial,Center,rectangle,3,18106,1,0.20786804191091157,1992,0,alley,13,5,10,F,NA,NA
14909.1,November-2003,10742.2,duplex,residential,Outskirts,rectangle,5,56690,9,0.7824048642720444,1996,0,highway,96,2,10,NA,Yes,NA
14807.5,May-2004,9332.0,open land,residential,Outskirts,rectangle,2,52049,8,0.7105492241572874,1993,0,highway,92,2,5,C,NA,NA
6703.1,September-2001,9149.0,villa,residential,Outskirts,irregular,2,74917,4,0.8376772858123808,1984,1994,highway,50,1,5,NA,Yes, No
12439.5,November-1997,5628.9,flat,commercial,Outskirts,irregular,4,76291,1,0.9289949867793074,1978,1987,highway,61,3,4,NA,Yes,NA
14329.1,December-2001,7214.2,duplex,residential,Center,irregular,4,15948,2,0.9201549442355996,1999,0,alley,62,4,10,NA,No,NA
15281.4,June-1991,10321.1,open land,industrial,Center,irregular,2,11346,8,0.624175374261293,1982,0,street,79,5,9,F,NA,NA
6220.4,October-2004,7854.3,villa,residential,Outskirts,irregular,3,69735,1,0.6476175855451284,1986,1997,highway,73,1,3,NA,Yes, No
19402.5,April-1983,6096.0,flat,commercial,Outskirts,irregular,2,65267,4,0.29788020700838513,1970,1978,highway,17,2,3,NA,Yes,NA
6351.1,November-2004,5730.3,villa,residential,Outskirts,irregular,5,56909,2,0.9179660037521563,2004,0,highway,12,2,2,NA,Yes, No
12585.0,October-1979,8045.2,duplex,residential,Outskirts,irregular,3,52021,3,0.47616161495689113,1962,1970,highway,95,1,9,NA,Yes,NA
5965.7,August-1993,4619.1,villa,residential,Center,irregular,2,7243,9,0.8417775963660671,1975,1984,alley,79,3,4,NA,Yes,Yes
4679.8,July-1973,841.2,villa,residential,Center,irregular,5,11561,1,0.13837262387799376,1959,1968,street,52,1,8,NA,Yes, No
7151.5,August-2008,3501.6,villa,residential,Center,trapezoid,2,4691,6,0.3538837608694806,1998,2007,street,34,3,8,NA,Yes, No
13834.3,June-1975,8808.1,open land,residential,Center,irregular,4,15632,9,0.9453841492923715,1967,0,street,82,3,9,C,NA,NA
13754.8,April-1976,5036.2,villa,residential,Center,trapezoid,2,3396,3,0.5911330989365641,1969,0,street,22,1,6,NA,Yes, No
6903.1,March-1975,11475.6,villa,residential,Center,irregular,1,19772,5,0.025916330599789816,1966,0,street,19,3,3,NA,Yes,Yes
13625.6,March-1989,10441.6,duplex,commercial,Outskirts,rectangle,1,62893,3,0.20952944723996458,1975,1984,highway,61,2,2,NA,No,NA
13195.2,June-1978,1082.1,open land,commercial,Border,irregular,5,30884,9,0.95807089586677,1966,0,highway,22,5,8,F,NA,NA
11720.7,December-1974,2008.8,flat,residential,Outskirts,trapezoid,3,54024,8,0.681544405532967,1974,0,highway,85,4,8,NA,Yes,NA
13267.2,January-1973,1810.0,open land,commercial,Outskirts,rectangle,4,59590,6,0.2889965956073599,1956,0,highway,76,3,4,F,NA,NA
6170.3,May-1970,10848.5,villa,residential,Outskirts,irregular,2,52454,7,0.21680215735353436,1952,1963,highway,74,4,10,NA,Yes,Yes
21627.2,April-1997,3365.4,open land,commercial,Center,trapezoid,3,7561,8,0.6896835579923116,1988,0,street,45,1,9,C,NA,NA
22572.2,April-1992,9418.9,duplex,commercial,Center,rectangle,5,13914,4,0.5886752238731081,1991,0,street,1,3,5,NA,Yes,NA
14374.3,January-2002,10594.3,flat,commercial,Center,irregular,1,24315,5,0.9441822071968051,1984,1994,alley,5,2,6,NA,No,NA
14426.0,January-1991,3890.4,duplex,commercial,Center,rectangle,2,6604,3,0.5512097443840159,1984,0,alley,17,5,5,NA,Yes,NA
5478.7,May-1981,5391.6,villa,residential,Border,rectangle,2,28568,3,0.20040305643413758,1973,0,highway,94,1,2,NA,Yes, No
14634.6,March-2006,11898.9,open land,commercial,Border,irregular,1,34332,2,0.4959233088918087,1994,0,highway,94,4,4,C,NA,NA
12376.4,August-1974,8043.5,flat,commercial,Outskirts,rectangle,5,72576,9,0.5664391986076832,1955,1963,highway,43,4,3,NA,No,NA
14174.0,August-1980,8786.1,open land,commercial,Center,irregular,5,14574,8,0.14722678199063255,1972,0,street,17,4,6,C,NA,NA
13168.6,July-1973,1248.6,duplex,residential,Center,trapezoid,3,2876,3,0.5928121333778262,1972,0,alley,69,5,9,NA,Yes,NA
12863.9,March-1993,6135.2,duplex,residential,Outskirts,irregular,2,68587,6,0.4044428639348525,1984,0,highway,33,3,9,NA,No,NA
7649.2,September-1978,10619.3,villa,residential,Center,trapezoid,5,4084,10,0.327087747837717,1970,0,street,25,3,9,NA,Yes, No
14098.0,April-1978,10379.0,villa,residential,Border,rectangle,4,35404,7,0.7369693614472558,1969,0,highway,66,5,1,NA,Yes,Yes
13900.8,May-1985,845.3,open land,commercial,Center,trapezoid,2,10963,3,0.3326680680151488,1973,0,street,76,2,5,F,NA,NA
14238.3,July-1996,4224.0,open land,industrial,Center,irregular,2,17681,2,0.6814776888328874,1979,0,alley,17,3,8,C,NA,NA
14171.0,October-2003,10495.3,duplex,commercial,Border,trapezoid,1,20262,9,0.039805935177728013,1989,1999,highway,41,3,2,NA,Yes,NA
11964.5,March-1987,1089.2,flat,residential,Outskirts,trapezoid,1,77267,4,0.024877111365217752,1968,1978,highway,18,5,2,NA,Yes,NA
13255.9,August-2009,2044.2,duplex,commercial,Outskirts,rectangle,4,69589,1,0.6600044416906403,1994,2002,highway,0,3,2,NA,No,NA
13036.8,May-2001,7717.6,flat,residential,Border,irregular,5,38426,5,0.21803342434272222,1985,1996,highway,30,5,5,NA,Yes,NA
13493.3,February-1988,803.7,duplex,commercial,Center,rectangle,5,20670,4,0.5973862200737606,1978,1987,alley,59,2,7,NA,Yes,NA
13758.1,November-2000,6181.4,flat,commercial,Center,trapezoid,3,13752,1,0.6823619902327838,1982,1992,alley,34,3,3,NA,No,NA
18932.0,April-1992,1315.4,flat,residential,Border,rectangle,2,35617,5,0.25650098192591164,1987,0,street,86,2,1,NA,Yes,NA
11334.2,May-1978,3471.5,flat,residential,Center,irregular,5,15562,10,0.0077831071713474476,1965,1975,alley,27,3,1,NA,No,NA
12767.2,May-1983,7372.9,duplex,commercial,Center,irregular,5,23511,6,0.7399349477680658,1972,1981,street,44,2,5,NA,No,NA
8250.8,January-2007,11106.2,villa,residential,Center,irregular,3,23501,2,0.9309757272603293,2007,0,alley,29,2,1,NA,Yes, No
24232.6,April-2002,10070.5,open land,residential,Center,trapezoid,3,10168,5,0.9495231444806201,1992,0,street,29,4,7,F,NA,NA
14081.6,November-1992,11827.1,duplex,residential,Outskirts,trapezoid,4,76424,9,0.4292119810350713,1980,1991,highway,84,5,6,NA,No,NA
12717.4,March-1973,4943.9,flat,commercial,Center,trapezoid,2,8251,6,0.6910675204534709,1958,1969,street,30,5,10,NA,No,NA
14873.6,March-1979,11648.2,open land,commercial,Center,irregular,3,21398,9,0.4649199991337146,1971,0,alley,81,3,8,C,NA,NA
13040.2,December-1982,4291.4,open land,residential,Center,irregular,5,13483,6,0.5038015724651228,1966,0,street,31,3,4,C,NA,NA
5552.9,February-1995,3108.5,villa,residential,Outskirts,irregular,3,58794,4,0.6937280506349317,1987,0,highway,43,3,5,NA,Yes,Yes
5052.4,July-1989,1552.7,villa,residential,Outskirts,irregular,5,54806,6,0.612272838999729,1976,1986,highway,39,2,9,NA,Yes, No
12413.6,February-2003,1057.1,flat,commercial,Center,rectangle,5,4702,10,0.646014259152337,1998,0,alley,72,1,3,NA,No,NA
13182.5,May-1992,7608.3,duplex,commercial,Border,rectangle,3,30598,10,0.020966273690610993,1985,0,highway,49,3,4,NA,No,NA
13417.7,February-1989,8851.4,flat,residential,Outskirts,rectangle,4,50832,3,0.6305462955832989,1984,0,highway,75,1,4,NA,Yes,NA
12369.1,January-1975,5838.8,flat,commercial,Outskirts,irregular,3,76055,10,0.5202716073610449,1965,1975,highway,11,2,10,NA,Yes,NA
14787.0,January-2007,10949.9,flat,commercial,Center,trapezoid,1,6596,10,0.04112458838216193,1989,1999,alley,10,4,4,NA,No,NA
13850.6,January-2004,3965.7,open land,commercial,Border,irregular,2,26309,2,0.349863696956322,1989,0,street,83,2,5,F,NA,NA
12897.7,October-1980,2460.4,duplex,residential,Outskirts,rectangle,4,51136,8,0.5527837032264693,1966,1976,highway,27,4,9,NA,Yes,NA
12964.2,January-1992,3537.3,duplex,residential,Outskirts,rectangle,2,67643,9,0.1296497370452787,1992,0,highway,49,5,7,NA,No,NA
13744.1,March-1992,1892.1,duplex,commercial,Center,trapezoid,4,24782,7,0.429279196252462,1980,1991,alley,20,1,6,NA,Yes,NA
11297.8,May-2002,3622.7,flat,commercial,Center,irregular,5,19120,8,0.9610825997473906,1988,1999,street,98,1,1,NA,No,NA
13322.3,January-1978,1829.8,open land,residential,Outskirts,trapezoid,4,69990,1,0.8170718698427953,1977,0,highway,76,5,8,C,NA,NA
6165.5,November-1998,2937.7,villa,residential,Border,rectangle,3,32242,7,0.814039006014127,1990,0,street,45,4,4,NA,Yes, No
13167.6,January-1978,9850.1,flat,residential,Border,rectangle,4,39157,3,0.7181364084945506,1965,1976,street,94,3,4,NA,Yes,NA
4809.2,November-1974,2713.0,villa,residential,Border,irregular,4,26187,4,0.31489959159132797,1965,0,street,0,3,5,NA,Yes, No
12488.6,March-1987,945.6,flat,commercial,Center,trapezoid,1,20347,6,0.558389118142301,1987,0,street,33,4,9,NA,No,NA
15396.8,December-1998,8920.3,open land,residential,Outskirts,rectangle,1,71422,8,0.12330530666782213,1991,0,highway,13,4,6,C,NA,NA
16561.9,January-2005,11202.8,open land,commercial,Center,irregular,5,3506,3,0.8148566712280727,1997,0,street,46,4,9,F,NA,NA
13767.1,July-1983,9924.9,duplex,residential,Outskirts,irregular,4,66029,2,0.07431526461461213,1967,1975,highway,43,4,10,NA,Yes,NA
14315.2,July-2000,4578.1,open land,commercial,Border,trapezoid,3,25585,5,0.28509347608155056,2000,0,street,15,5,4,C,NA,NA
11933.3,February-1979,1875.3,duplex,residential,Border,irregular,3,37719,7,0.6300064743064882,1974,0,street,5,5,5,NA,Yes,NA
13696.1,January-1987,10133.4,flat,commercial,Center,irregular,4,14595,3,0.020055738325486572,1983,0,alley,43,5,1,NA,Yes,NA
7066.4,March-2002,4788.8,villa,residential,Center,rectangle,3,17721,7,0.08191085192994985,2002,0,street,59,3,3,NA,Yes,Yes
14646.3,August-1995,11045.8,duplex,residential,Center,trapezoid,5,11972,9,0.2268417432584463,1980,1990,street,0,2,5,NA,No,NA
12184.9,December-1976,980.8,duplex,commercial,Center,rectangle,3,5112,9,0.6654522095806967,1968,0,street,87,5,5,NA,Yes,NA
13714.2,June-1979,2602.5,open land,residential,Outskirts,irregular,5,77567,6,0.898248532101289,1971,0,highway,24,1,8,F,NA,NA
21169.9,April-2007,5220.6,duplex,commercial,Center,rectangle,4,12158,4,0.2293690418213814,1991,2001,alley,66,4,1,NA,No,NA
21686.3,April-1990,9924.1,flat,residential,Outskirts,trapezoid,3,52881,8,0.3915905953690807,1986,0,highway,18,4,10,NA,Yes,NA
13103.8,July-2000,1812.8,duplex,residential,Outskirts,rectangle,2,52109,3,0.15779137292022172,1998,0,highway,70,4,6,NA,Yes,NA
21784.6,April-1991,4692.0,open land,residential,Border,trapezoid,2,25037,6,0.26379481756420375,1973,0,highway,15,2,3,F,NA,NA
7317.5,June-1983,9290.3,villa,residential,Border,rectangle,3,39164,3,0.6094019207612744,1966,1974,highway,35,4,7,NA,Yes, No
7596.4,September-2001,8505.5,villa,residential,Border,rectangle,4,40235,7,0.34695630060963867,1984,1993,street,28,1,8,NA,Yes, No
15108.1,January-1985,6343.8,open land,commercial,Outskirts,trapezoid,1,53076,8,0.8015462407700785,1981,0,highway,23,1,7,F,NA,NA
15411.4,March-1999,10655.1,open land,commercial,Outskirts,irregular,3,69854,7,0.7796969246558502,1986,0,highway,79,2,8,F,NA,NA
13494.9,September-2008,9386.8,flat,commercial,Outskirts,trapezoid,3,79603,9,0.9458652105305156,1990,1999,highway,55,3,2,NA,No,NA
14301.4,February-1988,6192.3,open land,residential,Border,irregular,5,35193,6,0.8968737876060895,1978,0,highway,14,2,4,F,NA,NA
14813.3,January-2000,10827.7,open land,industrial,Outskirts,irregular,5,58189,9,0.6559949178651636,1999,0,highway,80,4,3,F,NA,NA
14389.3,January-1995,8792.6,duplex,commercial,Outskirts,trapezoid,5,67507,4,0.7689726586138208,1994,0,highway,15,3,7,NA,No,NA
14099.0,August-1998,4915.3,flat,residential,Center,rectangle,2,24846,1,0.14089537719084877,1981,1992,alley,22,4,2,NA,Yes,NA
14781.5,January-1994,8496.0,open land,residential,Outskirts,irregular,5,80211,9,0.6260156270623352,1980,0,highway,31,3,3,F,NA,NA
13089.6,August-1993,8924.4,flat,residential,Center,irregular,2,13686,7,0.3258793809927074,1985,0,street,8,2,5,NA,No,NA
13405.6,January-1981,10057.2,flat,commercial,Border,rectangle,3,22508,1,0.4749752647260964,1980,0,street,63,1,8,NA,No,NA
16872.2,October-1998,10195.3,open land,industrial,Center,rectangle,4,8190,8,0.36751681121399415,1979,0,alley,47,5,9,F,NA,NA
12361.2,September-1987,3430.6,duplex,residential,Outskirts,trapezoid,2,74654,9,0.8637635856467554,1968,1977,highway,59,1,2,NA,Yes,NA
19221.0,April-1979,2315.1,flat,commercial,Outskirts,trapezoid,3,56717,1,0.7742314125854068,1967,1975,highway,60,5,9,NA,No,NA
5775.2,November-1980,8244.7,villa,residential,Outskirts,irregular,1,60607,3,0.33953483941204543,1980,0,highway,67,1,3,NA,Yes,Yes
11811.8,June-1979,1045.8,flat,residential,Outskirts,rectangle,4,73751,10,0.2551227274442138,1971,0,highway,40,4,10,NA,No,NA
6533.8,June-1984,6276.1,villa,residential,Outskirts,rectangle,2,59243,10,0.1784264684419138,1968,1977,highway,2,4,3,NA,Yes,Yes
21611.4,April-1977,4840.7,open land,commercial,Outskirts,rectangle,1,64302,9,0.20709621240639442,1958,0,highway,38,4,5,F,NA,NA
14681.5,December-2009,2351.8,open land,industrial,Center,trapezoid,3,14886,5,0.1080869016178434,2000,0,alley,11,2,5,C,NA,NA
15638.0,October-2005,11269.6,duplex,commercial,Border,rectangle,4,31377,7,0.7883906148450116,1997,0,highway,38,5,10,NA,Yes,NA
